"Year","Road.Type","Speed","Junction.Type","Brightness","Wind.Speed","Casualty.Class","Gender","Age","Damage","Severity"
"00","C",48,"4",72806,36,"P","F",52,3749,30
"01","C",40,"4",98603,22,"D","M",44,3859.09,31
"00","M",37,"0",39008,17,"D","M",31,26617.14,44
"01","A",81,"2",3899,16,"P","M",37,17729.24,36
"01","U",65,"0",53598,28,"O","F",29,1507.73,47
"00","M",77,"1",18118,13,"O","M",65,22738.96,41
"00","M",90,"3",35368,15,"P","F",74,32427.03,56
"00","C",47,"4",17165,25,"O","M",48,8881.86,30
"99","C",36,"1",7620,12,"D","M",64,8590.08,39
"98","M",86,"4",14088,15,"P","M",44,38702.12,31
"99","C",45,"2",27150,4,"D","M",74,5550.31,56
"98","M",82,"3",115435,25,"P","M",69,36960.72,47
"98","M",77,"1",102762,22,"P","F",46,36294.72,30
"99","M",42,"0",7785,39,"P","F",58,38577.55,33
"98","M",44,"0",7529,16,"P","M",31,27475.02,44
"99","A",44,"3",32252,38,"P","F",43,15510.35,32
"01","U",34,"2",69516,43,"D","F",20,1042.18,65
"98","A",72,"3",35028,18,"P","M",33,18555.16,41
"02","A",66,"0",73357,27,"O","F",74,15885.04,56
"02","C",87,"0",39402,12,"D","M",61,8118.68,36
"99","M",77,"1",44659,22,"D","F",57,32564.08,33
"98","B",67,"0",61812,12,"O","M",50,13206.3,30
"99","M",78,"4",6672,21,"O","M",40,26973.72,33
"02","U",39,"3",76541,3,"D","M",50,2893.31,30
"01","M",30,"0",38587,11,"D","M",33,25897.97,41
"01","M",46,"3",17902,37,"O","F",30,33478.08,45
"02","A",45,"0",85063,5,"D","M",75,19984.06,58
"99","M",52,"1",27672,34,"O","F",34,29704.42,39
"98","M",30,"1",99083,45,"O","F",28,20323.08,48
"99","M",67,"3",119636,10,"D","M",39,29359.71,34
"99","C",73,"3",67241,24,"O","F",53,5943.87,31
"98","U",30,"2",97060,22,"O","M",26,1510.88,52
"01","A",46,"0",4012,12,"P","M",58,18127.23,33
"01","C",40,"3",27198,21,"D","M",76,6374.77,60
"01","M",34,"4",41895,22,"O","M",72,30639.43,52
"98","M",58,"2",63820,10,"D","M",69,26045.94,47
"00","M",75,"0",5074,12,"P","M",24,34694.02,56
"00","A",59,"2",86885,30,"D","F",46,17018.09,30
"99","C",45,"4",80800,2,"P","M",41,9577.99,33
"99","M",77,"3",93089,22,"D","F",44,20782.32,31
"98","M",62,"0",2860,29,"P","F",68,32694.03,45
"98","C",46,"4",23101,13,"P","M",33,3052.97,41
"98","C",63,"2",10899,5,"D","M",33,3787.39,41
"01","M",31,"0",72057,44,"O","F",23,33761.3,58
"98","C",71,"2",14946,2,"P","M",65,3429.5,41
"99","C",46,"2",2477,4,"P","M",71,8701.57,50
"98","A",57,"3",85423,32,"O","F",25,16707.37,54
"02","M",63,"0",45868,21,"O","M",56,24222.88,32
"01","M",80,"4",1760,133.835128059145,"O","M",34,35742.27,39
"98","M",73,"3",9590,8,"O","M",68,25714.3,45
"02","B",33,"0",10741,17,"O","M",45,11166.73,31
"00","M",35,"0",105296,42,"D","F",76,29247.07,60
"99","M",48,"1",12950,1,"O","M",60,27441.88,35
"02","M",70,"4",68172,25,"O","F",71,27861.84,50
"01","C",72,"3",51725,24,"O","F",77,6421.59,63
"98","M",86,"1",115679,17,"O","F",35,25847.12,38
"01","U",60,"1",44872,3,"P","M",37,2140.83,36
"98","M",79,"3",68703,20,"P","F",41,28117.25,33
"02","A",61,"2",28742,30,"D","F",57,19100.24,33
"02","A",63,"4",64264,23,"P","M",32,16599.22,42
"01","M",51,"0",31194,13,"O","M",58,23348.83,33
"99","C",42,"1",117758,11,"O","M",68,5906.76,45
"99","A",90,"1",41641,24,"O","M",51,17438.95,30
"98","M",87,"3",113538,19,"P","M",55,30205.51,32
"01","M",56,"2",58329,135.274209163617,"P","M",56,36249.95,32
"00","B",45,"2",93879,17,"O","M",57,14414.08,33
"00","C",83,"2",77977,18,"D","M",34,8865.24,39
"00","M",62,"2",13758,2,"O","M",54,25143.78,31
"00","U",35,"1",32782,42,"P","F",40,2546.73,33
"99","A",40,"4",104522,40,"D","F",50,17024.33,30
"01","M",64,"2",101568,28,"O","F",22,32429.64,60
"98","M",85,"0",636,18,"P","F",49,39506.4,30
"98","A",63,"3",93511,2,"O","M",76,17324.68,60
"99","M",64,"4",43444,28,"P","F",19,37022.98,68
"02","B",44,"3",71485,10,"D","M",21,14910.98,63
"00","M",75,"2",14506,4,"P","M",25,25338.76,54
"99","U",79,"1",113488,20,"O","F",18,1901.62,70
"00","B",61,"2",115925,30,"O","F",45,10371.11,31
"02","B",70,"0",40119,6,"D","M",36,13628.27,37
"99","M",34,"4",36387,17,"O","M",48,28309.69,30
"01","B",45,"0",84517,38,"O","F",20,11382.29,65
"00","M",61,"3",15670,30,"P","F",44,26975.32,31
"02","M",42,"3",49906,39,"P","F",62,36645.69,37
"01","M",83,"1",14738,4,"O","M",50,26822.78,30
"99","M",49,"1",62255,3,"D","M",19,27094.99,68
"02","M",81,"2",103267,9,"P","M",60,31020.1,35
"02","U",90,"0",45990,23,"O","M",46,1410.7,30
"98","M",48,"2",97829,36,"O","F",80,32467.99,70
"98","M",66,"2",83077,27,"P","F",79,26009.29,68
"98","M",43,"2",106541,22,"D","M",34,35265.91,39
"00","M",37,"1",98686,19,"D","M",46,35535.71,30
"99","M",46,"4",118969,10,"D","M",54,25046.68,31
"01","M",53,"0",16845,24,"D","M",18,32082.23,70
"98","C",48,"3",59840,17,"O","M",55,5821.72,32
"02","M",41,"4",30649,40,"O","F",28,20959.49,48
"02","M",66,"1",105149,13,"D","M",59,34682.2,34
"99","M",88,"3",1919,16,"D","F",46,36191.23,30
"00","M",74,"0",41947,15,"D","M",24,33122.91,56
"02","A",66,"2",95759,20,"D","M",67,19784.7,44
"99","A",47,"1",60746,36,"P","F",48,16880.57,30
"98","M",73,"3",40536,17,"O","M",30,35428.3,45
"02","M",54,"3",112249,4,"O","M",75,27395.72,58
"00","C",43,"3",33990,38,"O","F",61,9822.83,36
"02","C",81,"1",36910,7,"D","M",56,3816.52,32
"99","A",88,"1",91419,25,"O","M",43,16636.04,32
"99","C",76,"2",26911,22,"P","F",75,3629.89,58
"99","M",58,"0",71220,31,"O","F",66,33763.88,42
"98","M",32,"4",81562,23,"P","M",63,31999.23,38
"00","C",86,"2",62949,17,"O","F",74,3346.77,56
"01","M",65,"4",62583,28,"D","F",25,32452.74,54
"00","M",76,"3",11122,2,"P","M",40,29148.69,33
"99","U",36,"0",44047,3,"D","M",20,2897.4,65
"00","M",36,"3",8167,15,"P","M",29,23836.25,47
"98","M",31,"2",21349,44,"P","F",27,39765.86,50
"02","C",75,"4",74796,22,"D","F",22,9811.17,60
"98","M",68,"3",116523,10,"P","M",46,38862.39,30
"02","M",40,"2",73432,40,"D","F",27,30154.59,50
"02","M",46,"2",34819,37,"O","F",55,22694.41,32
"00","M",41,"0",67169,40,"O","F",28,34590.72,48
"00","C",41,"0",3587,40,"P","F",40,3782.35,33
"98","M",52,"2",45248,34,"O","F",46,25562.77,30
"02","A",50,"3",10887,12,"O","M",19,19009.65,68
"98","M",57,"4",35591,32,"O","F",28,23148.7,48
"00","M",61,"4",109954,30,"P","F",50,30911.89,30
"98","M",47,"1",72154,3,"O","M",69,31860.77,47
"02","C",30,"1",36284,23,"D","M",70,7365.32,48
"02","A",84,"2",114378,22,"P","M",49,17797.39,30
"02","M",38,"0",16895,8,"O","M",68,29316.42,45
"02","B",72,"1",115641,24,"D","F",39,14277.91,34
"99","U",41,"0",3648,6,"P","M",47,2098,30
"00","C",86,"0",76388,28,"D","F",70,7065.93,48
"01","C",49,"1",56064,13,"O","M",74,9741.84,56
"00","M",65,"1",74229,21,"D","M",48,36611.34,30
"00","M",57,"3",4994,11,"D","M",33,21757.24,41
"99","M",77,"3",88688,22,"O","F",42,24015.11,32
"02","M",35,"4",54439,10,"P","M",39,31099.75,34
"98","U",88,"3",18808,6,"D","M",61,2819.09,36
"02","M",53,"4",70864,10,"D","M",51,23137.88,30
"02","M",31,"4",71164,18,"O","M",33,20724.67,41
"01","B",75,"1",116664,22,"P","F",39,13476.91,34
"02","C",51,"4",33582,11,"O","M",63,9089.42,38
"99","A",86,"4",117475,17,"O","F",65,19787.59,41
"99","M",30,"2",3545,45,"P","F",62,39677.33,37
"98","B",60,"0",17983,7,"D","M",54,12924.3,31
"01","A",32,"3",56984,5,"P","M",27,18458.8,50
"02","B",34,"4",97255,43,"O","F",19,13138.62,68
"99","M",69,"0",104339,24,"O","M",59,24470.24,34
"02","M",74,"2",85567,20,"D","M",53,21337.63,31
"98","U",71,"2",10160,136.385651566088,"P","M",40,2502.03,33
"02","C",69,"1",71724,2,"P","M",52,8506.34,30
"98","M",44,"4",94148,15,"O","M",51,38684.25,30
"98","M",46,"2",100424,37,"D","F",41,35179.36,33
"02","M",56,"2",46194,32,"P","F",52,25921.02,30
"01","B",52,"2",32764,21,"P","M",29,10718.76,47
"01","M",34,"4",92249,17,"D","M",50,31726.34,30
"01","M",75,"3",38040,22,"D","F",33,24719.86,41
"98","B",85,"0",1406,18,"P","F",28,10082.63,48
"02","M",40,"4",112594,18,"D","M",35,37080.81,38
"02","A",46,"0",59285,37,"D","F",41,16286.24,33
"01","C",85,"2",41222,18,"O","F",48,5952.08,30
"00","B",43,"1",7209,38,"D","F",72,11385.21,52
"01","M",47,"3",52410,23,"O","M",30,34385.87,45
"99","M",64,"1",73701,28,"O","F",69,37692.4,47
"01","C",86,"0",6192,17,"P","F",74,9796.08,56
"01","M",57,"0",1005,7,"P","M",39,29345.29,34
"01","M",65,"3",82188,13,"O","M",48,22420.43,30
"00","M",80,"1",55100,20,"P","F",27,36113.37,50
"00","B",76,"4",71485,1,"D","M",69,11192.91,47
"00","M",33,"1",83212,9,"D","M",47,33456.03,30
"99","M",82,"3",110332,19,"D","F",40,33954.02,33
"01","C",67,"1",37989,19,"O","M",18,9240.12,70
"99","M",46,"3",92036,37,"D","F",24,37099.33,56
"99","B",58,"3",9846,31,"D","F",51,14444.74,30
"00","M",54,"0",111534,4,"D","M",78,28535.44,65
"02","M",34,"4",43294,4,"O","M",62,36920.28,37
"99","M",43,"1",37581,38,"O","F",37,28157.05,36
"98","B",61,"0",9377,19,"P","M",73,14836.85,54
"98","M",40,"0",72370,13,"D","M",19,26473.54,68
"99","A",81,"3",68024,20,"O","F",52,19692.29,30
"99","M",65,"0",66188,139.448388116434,"D","F",30,25123.58,45
"99","C",48,"3",75810,36,"O","F",76,8407.58,60
"01","M",51,"4",73292,34,"D","F",61,39541.23,36
"99","B",75,"2",54306,22,"O","F",79,12255.99,68
"02","A",73,"0",6116,8,"D","M",22,19015.73,60
"00","U",59,"1",44367,21,"O","M",60,2371.19,35
"00","M",83,"1",12511,18,"D","F",76,24855.69,60
"99","C",82,"0",13841,25,"D","M",21,3816.86,63
"98","B",47,"2",49693,15,"P","M",64,12209.62,39
"98","M",45,"1",65070,38,"D","F",45,38985.98,31
"99","M",38,"4",99477,5,"D","M",33,29250.85,41
"02","C",72,"3",107063,9,"P","M",46,6373.78,30
"02","M",79,"2",23778,20,"D","F",50,23854.03,30
"99","M",66,"3",13713,27,"P","F",39,33582.02,34
"99","C",46,"4",4921,37,"P","F",76,9690.94,60
"02","B",49,"3",108587,3,"D","M",46,14722.62,30
"99","M",52,"4",83152,34,"O","F",25,24205.42,54
"02","M",66,"3",7489,27,"D","F",77,27529.97,63
"02","U",72,"2",118547,24,"P","F",19,599.49,68
"01","M",49,"0",35720,36,"D","F",51,37470.29,30
"00","M",59,"4",55129,3,"D","M",54,29089.48,31
"02","M",82,"4",41949,19,"O","F",20,34410.02,65
"98","M",55,"0",108124,32,"D","F",71,35832.9,50
"02","M",59,"1",105054,21,"P","M",40,25903.46,33
"99","C",75,"3",26642,22,"P","F",45,3066.98,31
"99","C",36,"4",34324,18,"O","M",35,6220.46,38
"01","A",53,"3",45536,1,"D","M",29,17961.6,47
"99","C",38,"4",34933,41,"D","F",60,7695.56,35
"02","M",64,"2",92178,22,"O","M",51,25237.37,30
"00","M",65,"3",87951,28,"D","F",26,29327.25,52
"98","M",83,"1",61697,14,"D","M",59,36692,34
"98","M",48,"2",7021,22,"D","M",77,27323.16,63
"02","M",57,"4",50040,32,"P","F",75,29191.38,58
"99","A",60,"0",7705,10,"P","M",36,18678.66,37
"99","M",65,"0",111513,28,"O","F",37,39173.47,36
"99","M",34,"1",65341,9,"O","M",43,22237.23,32
"98","M",45,"4",90243,38,"O","F",64,25764.87,39
"01","M",47,"1",92038,36,"D","F",22,35690.19,60
"02","U",56,"2",94288,32,"D","F",61,1263.81,36
"98","U",47,"1",7844,12,"D","M",61,891.77,36
"00","U",78,"1",37358,21,"P","F",34,1837.39,39
"02","M",46,"4",35036,37,"P","F",67,28375.54,44
"99","M",68,"0",3370,26,"P","F",31,29359.32,44
"00","M",81,"2",7866,22,"O","M",55,30392.5,32
"01","B",74,"2",66728,23,"O","F",23,13719.15,58
"00","C",86,"0",80759,17,"O","F",43,7921.97,32
"02","M",64,"4",61900,28,"O","F",18,27303.66,70
"99","M",34,"0",5853,43,"P","F",41,36352.41,33
"01","M",68,"2",100050,131.99652695097,"O","F",58,39764.6,33
"01","U",71,"1",67075,24,"D","F",61,1349.27,36
"02","M",38,"3",108515,41,"O","F",65,23876.53,41
"00","U",83,"4",76081,18,"D","F",70,1329.45,48
"99","M",59,"3",114259,20,"O","M",39,29309.83,34
"98","M",50,"2",119591,4,"O","M",29,27331.26,47
"02","M",82,"4",39618,15,"D","M",33,21792.26,41
"99","A",36,"0",117619,20,"D","M",22,15103.91,60
"99","M",73,"3",13935,24,"P","F",31,23054.83,44
"02","C",76,"3",35252,22,"D","M",71,7007.18,50
"01","M",76,"1",50721,22,"D","M",38,24437.34,35
"01","M",55,"0",84188,24,"D","M",29,23488.87,47
"98","M",70,"1",109313,25,"D","F",20,31843.44,65
"98","M",71,"1",106756,11,"P","M",79,32228.89,68
"01","A",58,"2",27051,4,"O","M",58,15804.15,33
"01","B",36,"0",6344,16,"P","M",68,10590.64,45
"99","M",62,"2",119673,29,"P","F",66,22742.02,42
"00","C",79,"1",17758,20,"O","F",51,6443.82,30
"99","M",59,"3",100138,23,"D","M",50,24745.6,30
"98","U",64,"4",28831,28,"D","F",79,1904.22,68
"99","M",73,"3",75047,11,"P","M",71,30465.18,50
"99","U",84,"2",7231,18,"O","F",64,2600.17,39
"02","M",86,"2",37369,17,"D","F",65,38236.07,41
"98","M",36,"0",3107,42,"P","F",34,26162.31,39
"01","M",64,"2",53887,12,"O","M",79,27985.84,68
"01","M",39,"4",56633,40,"O","F",72,24689.88,52
"99","M",57,"0",78562,32,"D","F",63,39192.31,38
"00","A",89,"0",11559,16,"O","F",35,16065.6,38
"02","A",64,"2",44841,28,"P","F",46,18710.19,30
"99","M",86,"1",54583,19,"O","M",74,39371.34,56
"01","C",72,"3",66027,24,"O","F",71,3935.15,50
"00","U",90,"3",97228,10,"O","M",45,1300.9,31
"99","M",34,"2",77849,8,"P","M",25,38886.8,54
"02","A",61,"4",59002,30,"O","F",44,19835.01,31
"02","C",47,"2",69014,15,"O","M",46,6598.63,30
"99","M",73,"1",99551,12,"D","M",33,27720.28,41
"01","M",39,"4",66358,11,"O","M",67,31189.37,44
"99","A",64,"2",72324,17,"P","M",38,17652.84,35
"00","M",35,"0",24289,42,"O","F",24,35425.14,56
"98","U",45,"2",95064,8,"P","M",74,1766.38,56
"01","M",76,"4",87481,22,"D","F",65,24129.23,41
"98","B",73,"4",84739,24,"O","F",19,10155.73,68
"01","C",54,"3",89513,33,"P","F",56,3989.87,32
"99","M",57,"4",20931,16,"P","M",43,35971.62,32
"99","U",53,"1",43651,22,"O","M",22,2330.93,60
"02","B",72,"4",53467,24,"D","F",56,14180.19,32
"01","A",81,"3",64364,20,"P","F",64,17542.67,39
"00","B",32,"3",29011,14,"P","M",52,12367.64,30
"98","C",30,"4",65757,45,"D","F",79,8394.81,68
"99","C",66,"4",102721,23,"D","M",44,7041.39,31
"00","M",39,"1",67121,16,"P","M",55,38100.12,32
"98","B",85,"3",29824,10,"D","M",31,13129.98,44
"98","C",62,"3",84640,23,"P","M",47,5598.09,30
"01","M",57,"0",67979,32,"O","F",40,31873.07,33
"01","B",65,"1",15593,28,"D","F",65,10395.18,41
"02","M",33,"3",32206,8,"O","M",23,29216.89,58
"02","B",44,"4",113153,38,"O","F",21,13061.9,63
"01","B",50,"1",60668,35,"D","F",57,14155.45,33
"01","M",36,"4",115997,7,"O","M",51,30357.86,30
"01","C",57,"1",38935,32,"O","F",40,3806.37,33
"00","B",72,"0",96863,21,"D","M",44,12689.28,31
"01","M",36,"1",49045,6,"P","M",57,20566.04,33
"99","U",86,"2",5165,6,"O","M",61,1984.89,36
"00","M",89,"0",32882,23,"O","M",67,35271.16,44
"02","M",80,"1",93360,7,"P","M",48,38726.76,30
"00","M",54,"4",33101,19,"O","M",67,38321.49,44
"99","C",52,"2",34328,3,"O","M",63,7655.9,38
"02","M",83,"1",20542,18,"O","F",65,23102.33,41
"01","U",54,"4",99113,33,"D","F",50,2016.65,30
"00","M",85,"1",25889,18,"D","F",48,27723.65,30
"01","M",38,"4",102349,41,"D","F",42,23756.89,32
"00","C",84,"3",51821,20,"D","F",57,4887.79,33
"01","B",59,"2",30162,5,"D","M",50,13392.85,30
"99","M",63,"4",115490,28,"O","F",63,23266.99,38
"99","B",68,"2",13268,8,"P","M",30,12110.42,45
"01","B",33,"2",108411,44,"P","F",71,12056.52,50
"99","C",73,"1",54472,20,"P","M",21,5357.17,63
"02","M",37,"3",54787,13,"D","M",31,33288.08,44
"01","M",63,"1",3199,13,"P","M",74,36410.88,56
"02","U",37,"4",110932,42,"D","F",45,1177.84,31
"99","M",51,"2",10765,34,"O","F",48,28880.53,30
"01","B",64,"4",15659,28,"D","F",65,11981.68,41
"00","C",57,"1",109610,32,"O","F",73,8271.22,54
"00","M",64,"1",49090,28,"O","F",42,38820.89,32
"02","B",45,"1",21811,38,"O","F",78,11895.73,65
"00","M",60,"1",46072,132.597218283918,"O","M",40,25417.92,33
"02","A",42,"4",66313,6,"P","M",74,18157,56
"00","A",61,"1",57344,30,"P","F",60,16417.97,35
"98","M",83,"2",13993,16,"D","M",19,32703.71,68
"01","M",70,"4",30115,2,"O","M",29,32932.52,47
"00","M",59,"2",96812,5,"P","M",39,27959.87,34
"00","M",43,"3",63529,8,"D","M",24,39831.86,56
"98","B",89,"2",13060,4,"D","M",39,10205.07,34
"00","B",74,"2",79911,24,"O","M",43,13451.85,32
"02","A",69,"1",100336,26,"D","F",72,19506.65,52
"01","M",54,"0",112347,33,"O","F",41,32376.81,33
"98","C",62,"1",109286,24,"D","M",47,5706.78,30
"98","C",30,"2",50067,45,"O","F",28,4061.43,48
"02","M",84,"0",56474,16,"O","M",24,24427.3,56
"02","M",57,"1",90796,32,"O","F",36,39130.46,37
"01","A",83,"1",90751,18,"P","F",29,16740.54,47
"02","M",80,"3",36144,3,"O","M",67,28421.53,44
"02","C",47,"2",40680,6,"P","M",37,4601.31,36
"99","B",72,"1",73730,132.477017920464,"P","F",62,14792.85,37
"02","A",33,"2",38563,24,"P","M",78,17596.35,65
"01","U",63,"3",80600,14,"D","M",75,1612.6,58
"00","B",43,"1",102792,18,"O","M",40,12181.65,33
"00","U",75,"0",58527,22,"O","F",46,2183.27,30
"99","M",79,"3",16160,19,"O","M",71,20254.51,50
"02","B",48,"2",46059,36,"O","F",54,10722.94,31
"00","B",32,"3",25986,2,"D","M",74,11422.14,56
"02","M",76,"1",71973,22,"D","F",69,31939.27,47
"98","M",88,"3",9805,2,"P","M",46,39136.63,30
"98","B",43,"0",100796,38,"D","F",22,14962.86,60
"02","C",55,"3",68749,20,"P","M",25,4869.26,54
"00","C",86,"2",61002,10,"O","M",19,9313.32,68
"01","M",61,"2",94324,15,"O","M",28,20825.93,48
"02","M",36,"4",82744,42,"O","F",30,38058.49,45
"02","M",79,"4",49646,22,"O","M",50,29442.21,30
"99","M",82,"0",42666,19,"O","F",24,22053.26,56
"01","C",39,"3",45500,12,"O","M",19,5069.47,68
"00","M",63,"1",95918,28,"P","F",50,35666.97,30
"99","M",73,"0",17142,13,"O","M",25,25216.96,54
"01","C",31,"3",32851,18,"D","F",22,5640.03,60
"99","C",61,"4",97471,30,"P","F",23,9650.49,58
"01","C",56,"3",94740,32,"O","F",29,9067.87,47
"98","C",73,"2",81748,13,"O","M",65,7492.03,41
"98","M",84,"2",104979,14,"P","M",69,28559.11,47
"01","C",33,"2",99091,29,"D","F",24,4249.26,56
"98","M",34,"4",37151,8,"P","M",53,36086.43,31
"98","M",47,"1",40744,36,"P","F",29,31217.04,47
"02","B",40,"4",4787,24,"D","M",76,10941.31,60
"99","C",41,"3",23431,135.964058949612,"O","M",33,3509.35,41
"01","C",38,"4",54942,37,"D","F",74,7029.33,56
"98","M",72,"1",62644,24,"O","F",49,34104.06,30
"02","M",82,"2",97471,22,"O","M",73,28205.37,54
"00","U",63,"0",8169,20,"P","M",22,2001.45,60
"99","C",74,"0",8835,23,"P","F",25,5420.35,54
"98","M",48,"0",26850,36,"O","F",30,28378.79,45
"99","B",31,"3",70038,11,"D","M",62,13456.67,37
"01","B",73,"4",3510,15,"O","M",28,10622.98,48
"00","M",53,"1",66519,34,"P","F",42,38375.61,32
"01","M",70,"1",63038,9,"P","M",77,28259.88,63
"98","C",71,"0",9715,24,"P","F",29,4641.01,47
"98","M",71,"1",7153,16,"P","M",40,30173.33,33
"00","M",74,"4",92062,23,"O","F",42,38106.64,32
"02","M",89,"1",66832,21,"O","M",76,22640.62,60
"98","A",45,"0",8001,4,"P","M",34,17771.55,39
"01","M",47,"3",32797,9,"O","M",22,20520.6,60
"98","M",75,"3",84198,22,"O","F",58,24294.83,33
"02","M",68,"3",38799,26,"D","F",74,26883.54,56
"98","M",42,"0",6603,132.043704460375,"O","M",34,31946.77,39
"99","M",82,"1",53366,4,"O","M",59,33873.16,34
"00","M",52,"2",38328,34,"P","F",28,22072.28,48
"01","U",81,"4",102392,20,"D","F",21,636.26,63
"98","M",65,"2",72473,28,"P","F",40,24836.92,33
"98","M",85,"0",4030,18,"P","F",80,32763.94,70
"00","A",89,"3",14287,4,"P","M",40,17660.87,33
"00","M",75,"1",95103,22,"D","F",74,27037.89,56
"01","B",64,"2",86893,28,"D","F",64,12119.98,39
"99","M",59,"3",57622,30,"P","F",22,37636.91,60
"98","C",40,"4",7720,40,"P","F",79,7082.88,68
"02","M",90,"4",104984,15,"P","F",44,33359.82,31
"00","B",88,"3",100239,16,"D","F",32,11712.51,42
"98","M",48,"4",93827,36,"P","F",44,34297.9,31
"99","M",44,"4",97118,38,"D","F",55,28731.76,32
"99","M",75,"3",100158,5,"P","M",67,28164.39,44
"99","C",57,"2",35118,32,"P","F",26,7337.24,52
"00","A",47,"1",58274,36,"D","F",70,18532.46,48
"00","M",79,"3",484,20,"D","F",50,20152.95,30
"00","B",43,"2",46995,10,"D","M",68,10341.28,45
"00","B",89,"4",37004,16,"O","F",58,11690.27,33
"00","M",84,"0",5818,18,"P","F",62,27947.34,37
"99","M",41,"4",82022,19,"O","M",69,25727.47,47
"99","M",39,"1",67123,15,"D","M",46,29951.47,30
"98","M",57,"4",117759,32,"P","F",30,22747.36,45
"02","C",54,"4",50645,21,"O","M",25,7937.78,54
"98","M",41,"1",59187,5,"D","M",35,26693.98,38
"01","A",78,"4",64989,12,"P","M",68,18402.49,45
"02","U",85,"3",44824,6,"O","M",44,2411.25,31
"99","C",56,"0",32816,2,"O","M",57,3811.47,33
"02","M",48,"0",7112,36,"P","F",43,31319.39,32
"01","M",74,"0",63699,23,"D","F",26,23121.48,52
"00","M",53,"1",69564,34,"D","F",19,38750.32,68
"00","M",85,"2",24573,18,"O","F",69,39942,47
"98","M",31,"1",2571,24,"P","M",78,36034.69,65
"02","M",52,"2",12156,13,"D","M",66,26435.1,42
"01","M",44,"2",37792,2,"D","M",38,37368.34,35
"99","M",84,"2",70272,12,"D","M",50,23717.51,30
"98","M",47,"3",62050,19,"O","M",61,25950.19,36
"99","M",61,"1",85578,30,"O","F",38,29155.87,35
"98","A",54,"2",60732,33,"O","F",69,16052.92,47
"02","M",75,"2",101127,2,"D","M",63,24694.22,38
"98","C",52,"1",89525,2,"D","M",47,6450.91,30
"99","M",55,"4",85247,32,"P","F",70,39143.03,48
"02","A",63,"0",2333,13,"O","M",47,18153.78,30
"00","M",63,"3",35645,28,"O","F",41,28734.14,33
"01","U",52,"2",69398,34,"D","F",50,2649.11,30
"00","A",44,"3",25833,38,"O","F",68,19970.77,45
"02","A",69,"1",83511,26,"D","F",31,19188.17,44
"02","M",60,"2",7185,7,"O","M",80,25876.69,70
"01","B",32,"0",26144,44,"O","F",61,13307.7,36
"02","M",42,"1",104715,13,"P","M",79,30789.69,68
"01","M",44,"1",10963,19,"O","M",55,23712.99,32
"98","M",71,"4",18127,24,"P","F",29,33551.82,47
"02","C",35,"4",58861,11,"D","M",67,5838.4,44
"00","M",68,"2",16969,9,"O","M",26,28619.16,52
"98","M",50,"4",56270,15,"O","M",38,31610.98,35
"00","M",61,"3",89122,135.455963006243,"O","M",73,28199.51,54
"00","B",64,"2",62017,28,"D","F",43,13596.28,32
"01","M",73,"0",53098,14,"D","M",45,33863.02,31
"02","A",44,"3",96883,38,"O","F",39,19188.27,34
"00","M",88,"0",76382,21,"D","M",74,30500.07,56
"00","M",80,"0",29932,18,"O","M",51,22245.91,30
"98","M",47,"2",92080,21,"D","M",37,26322.48,36
"02","M",60,"1",114918,30,"P","F",30,25260.87,45
"98","B",50,"2",12022,6,"O","M",61,13405.77,36
"01","C",38,"3",45843,15,"D","M",60,6253.83,35
"98","C",52,"0",5353,11,"P","M",32,9763.7,42
"01","M",58,"1",18718,31,"O","F",23,26222.14,58
"99","M",67,"2",82779,11,"P","M",60,25519.75,35
"00","C",48,"0",2344,36,"P","F",56,6053.21,32
"02","A",63,"3",91505,13,"O","M",76,18343.93,60
"01","M",35,"2",116463,42,"O","F",62,29658.5,37
"99","A",61,"2",7319,30,"P","F",40,15326.05,33
"98","C",59,"4",84285,30,"P","F",79,7327.06,68
"02","M",64,"1",73253,25,"D","M",51,28838.56,30
"02","U",68,"3",101920,7,"O","M",34,2663.37,39
"01","M",55,"3",38034,8,"D","M",39,26699.84,34
"00","M",72,"0",16374,24,"O","M",37,30693.57,36
"01","M",69,"4",52227,21,"O","M",64,21411.68,39
"01","M",75,"1",83907,24,"P","M",54,28194.74,31
"99","A",89,"0",14606,16,"O","F",40,17788.96,33
"98","M",39,"4",77748,20,"O","M",56,25386.37,32
"98","M",46,"1",59056,11,"P","M",23,31715.97,58
"99","M",49,"1",83026,36,"D","F",69,30780.67,47
"02","C",32,"3",91414,7,"O","M",70,6488.73,48
"99","M",65,"4",21544,28,"P","F",61,34177.38,36
"98","M",62,"0",11625,24,"O","M",31,26776.95,44
"00","M",45,"3",72301,18,"P","M",52,30452.63,30
"01","M",85,"2",109906,18,"O","F",73,31514.33,54
"00","M",81,"4",41601,20,"O","F",45,25935.47,31
"99","C",63,"1",33689,28,"O","F",47,5326.35,30
"01","M",36,"3",17082,18,"D","M",66,39679.46,42
"99","M",44,"1",40770,15,"O","M",63,39419.06,38
"99","M",79,"2",116731,3,"D","M",44,26258.88,31
"99","C",62,"0",6210,8,"P","M",60,4318.8,35
"00","M",82,"4",63277,19,"O","F",58,28021.36,33
"01","M",89,"0",91213,4,"O","M",22,38882.99,60
"01","M",77,"0",1045,12,"P","M",70,31641.77,48
"98","M",33,"4",71049,24,"P","M",44,21071.69,31
"98","C",71,"1",86419,24,"O","F",78,9157.06,65
